file,type,line,frame
  392 |                 setJSONGraphs(
> 393 |                     getModel({ cache: cache, version: version++ }), [
      |                    ^ Lazy Test
  394 |                     $jsonGraphEnvelope([
  395 |                         $pathValue(""grid"", $ref(""grids['id']"")),
  396 |                         $pathValue(""grids['id'][0]"", $ref(""lists['id']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/primitive.spec.js,Lazy Test,"{'line': 405, 'column': 23, 'index': 15913}","  403 |                 );
  404 |
> 405 |                 expect(strip(cache)).toEqual(strip({
      |                       ^ Lazy Test
  406 |                     grid: $ref(""grids['id']""),
  407 |                     grids: { id: { 0: $ref(""lists['id']"") } },
  408 |                     lists: { id: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Eager Test,"{'line': 18, 'column': 8, 'index': 598}","  16 |         var version = 0;
  17 |
> 18 |         setJSONGraphs(
     |        ^ Eager Test
  19 |             getModel({ cache: cache, version: version++ }), [
  20 |             $jsonGraphEnvelope([
  21 |                 $pathValue(""grid"", $ref(""grids['id']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Eager Test,"{'line': 19, 'column': 12, 'index': 625}","  17 |
  18 |         setJSONGraphs(
> 19 |             getModel({ cache: cache, version: version++ }), [
     |            ^ Eager Test
  20 |             $jsonGraphEnvelope([
  21 |                 $pathValue(""grid"", $ref(""grids['id']"")),
  22 |                 $pathValue(""grids['id'][0]"", $ref(""lists['id']"", {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Eager Test,"{'line': 32, 'column': 15, 'index': 1058}","  30 |
  31 |         expect(expires > Date.now()).toBe(true);
> 32 |         expect(strip(cache)).toEqual(strip({
     |               ^ Eager Test
  33 |             grid: $ref(""grids['id']""),
  34 |             grids: { id: { 0: $ref(""lists['id']"") } }
  35 |         }));"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Eager Test,"{'line': 32, 'column': 37, 'index': 1080}","  30 |
  31 |         expect(expires > Date.now()).toBe(true);
> 32 |         expect(strip(cache)).toEqual(strip({
     |                                     ^ Eager Test
  33 |             grid: $ref(""grids['id']""),
  34 |             grids: { id: { 0: $ref(""lists['id']"") } }
  35 |         }));"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Eager Test,"{'line': 44, 'column': 8, 'index': 1357}","  42 |         var expired = [];
  43 |
> 44 |         setJSONGraphs(
     |        ^ Eager Test
  45 |             getModel({ cache: cache, expired: expired, version: version++ }), [{
  46 |                 paths: [[""grid"", 0, 0, ""title""]],
  47 |                 jsonGraph: $jsonGraph(["
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Eager Test,"{'line': 45, 'column': 12, 'index': 1384}","  43 |
  44 |         setJSONGraphs(
> 45 |             getModel({ cache: cache, expired: expired, version: version++ }), [{
     |            ^ Eager Test
  46 |                 paths: [[""grid"", 0, 0, ""title""]],
  47 |                 jsonGraph: $jsonGraph([
  48 |                     $pathValue(""grid"", $ref(""grids['id']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Eager Test,"{'line': 59, 'column': 15, 'index': 1998}","  57 |
  58 |         expect(expired.length).toBe(1);
> 59 |         expect(strip(cache)).toEqual(strip({
     |               ^ Eager Test
  60 |             grid: $ref(""grids['id']""),
  61 |             grids: { id: { 0: $ref(""lists['id']"") } },
  62 |             lists: { id: { 0: $ref(""movies['pulp-fiction']"") } },"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Eager Test,"{'line': 59, 'column': 37, 'index': 2020}","  57 |
  58 |         expect(expired.length).toBe(1);
> 59 |         expect(strip(cache)).toEqual(strip({
     |                                     ^ Eager Test
  60 |             grid: $ref(""grids['id']""),
  61 |             grids: { id: { 0: $ref(""lists['id']"") } },
  62 |             lists: { id: { 0: $ref(""movies['pulp-fiction']"") } },"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Eager Test,"{'line': 78, 'column': 8, 'index': 2545}","  76 |         var expired = [];
  77 |
> 78 |         setJSONGraphs(
     |        ^ Eager Test
  79 |             getModel({ cache: cache, expired: expired, version: version++ }), [{
  80 |                 paths: [[""grid"", 0, 0, ""title""]],
  81 |                 jsonGraph: $jsonGraph(["
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Eager Test,"{'line': 79, 'column': 12, 'index': 2572}","  77 |
  78 |         setJSONGraphs(
> 79 |             getModel({ cache: cache, expired: expired, version: version++ }), [{
     |            ^ Eager Test
  80 |                 paths: [[""grid"", 0, 0, ""title""]],
  81 |                 jsonGraph: $jsonGraph([
  82 |                     $pathValue(""grid"", $ref(""grids['id']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Eager Test,"{'line': 93, 'column': 15, 'index': 3199}","  91 |
  92 |         expect(expired.length).toBe(1);
> 93 |         expect(strip(cache)).toEqual(strip({
     |               ^ Eager Test
  94 |             grid: $ref(""grids['id']""),
  95 |             grids: { id: { 0: $ref(""lists['id']"") } }
  96 |         }));"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Eager Test,"{'line': 93, 'column': 37, 'index': 3221}","  91 |
  92 |         expect(expired.length).toBe(1);
> 93 |         expect(strip(cache)).toEqual(strip({
     |                                     ^ Eager Test
  94 |             grid: $ref(""grids['id']""),
  95 |             grids: { id: { 0: $ref(""lists['id']"") } }
  96 |         }));"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Eager Test,"{'line': 107, 'column': 8, 'index': 3569}","  105 |         var startTime = Date.now();
  106 |
> 107 |         setJSONGraphs(
      |        ^ Eager Test
  108 |             getModel({ lru: lru, cache: cache, expired: expired, version: version++ }), [{
  109 |                 paths: [[""grid"", 0, 0, ""title""]],
  110 |                 jsonGraph: $jsonGraph(["
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Eager Test,"{'line': 108, 'column': 12, 'index': 3596}","  106 |
  107 |         setJSONGraphs(
> 108 |             getModel({ lru: lru, cache: cache, expired: expired, version: version++ }), [{
      |            ^ Eager Test
  109 |                 paths: [[""grid"", 0, 0, ""title""]],
  110 |                 jsonGraph: $jsonGraph([
  111 |                     $pathValue(""grid"", $ref(""grids['id']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Eager Test,"{'line': 123, 'column': 30, 'index': 4248}","  121 |         do {} while (Date.now() - startTime < 10);
  122 |
> 123 |         var successfulPaths = setJSONGraphs(
      |                              ^ Eager Test
  124 |             getModel({ lru: lru, cache: cache, expired: expired, version: version++ }), [{
  125 |                 paths: [[""grid"", 0, 0, ""director""]],
  126 |                 jsonGraph: $jsonGraph(["
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Eager Test,"{'line': 124, 'column': 12, 'index': 4275}","  122 |
  123 |         var successfulPaths = setJSONGraphs(
> 124 |             getModel({ lru: lru, cache: cache, expired: expired, version: version++ }), [{
      |            ^ Eager Test
  125 |                 paths: [[""grid"", 0, 0, ""director""]],
  126 |                 jsonGraph: $jsonGraph([
  127 |                     $pathValue(""movies['pulp-fiction'].director"", ""Quentin Tarantino"")"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Eager Test,"{'line': 133, 'column': 15, 'index': 4646}","  131 |
  132 |         expect(successfulPaths[1].length).toBe(0);
> 133 |         expect(strip(cache)).toEqual(strip({
      |               ^ Eager Test
  134 |             grid: $ref(""grids['id']""),
  135 |             grids: { id: { 0: $ref(""lists['id']"") } },
  136 |             lists: { id: { 0: $ref(""movies['pulp-fiction']"") } },"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Eager Test,"{'line': 133, 'column': 37, 'index': 4668}","  131 |
  132 |         expect(successfulPaths[1].length).toBe(0);
> 133 |         expect(strip(cache)).toEqual(strip({
      |                                     ^ Eager Test
  134 |             grid: $ref(""grids['id']""),
  135 |             grids: { id: { 0: $ref(""lists['id']"") } },
  136 |             lists: { id: { 0: $ref(""movies['pulp-fiction']"") } },"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Global Variable,"{'line': 15, 'column': 8, 'index': 548}","  13 |     it(""converts a negative $expires value to an absolute time"", function() {
  14 |
> 15 |         var cache = {};
     |        ^ Global Variable
  16 |         var version = 0;
  17 |
  18 |         setJSONGraphs("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Global Variable,"{'line': 16, 'column': 8, 'index': 572}","  14 |
  15 |         var cache = {};
> 16 |         var version = 0;
     |        ^ Global Variable
  17 |
  18 |         setJSONGraphs(
  19 |             getModel({ cache: cache, version: version++ }), ["
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Global Variable,"{'line': 28, 'column': 8, 'index': 924}","  26 |         );
  27 |
> 28 |         var value = cache.grids.id[0];
     |        ^ Global Variable
  29 |         var expires = value.$expires;
  30 |
  31 |         expect(expires > Date.now()).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Global Variable,"{'line': 29, 'column': 8, 'index': 963}","  27 |
  28 |         var value = cache.grids.id[0];
> 29 |         var expires = value.$expires;
     |        ^ Global Variable
  30 |
  31 |         expect(expires > Date.now()).toBe(true);
  32 |         expect(strip(cache)).toEqual(strip({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Global Variable,"{'line': 40, 'column': 8, 'index': 1281}","  38 |     it(""sets through an immediately expired reference"", function() {
  39 |
> 40 |         var cache = {};
     |        ^ Global Variable
  41 |         var version = 0;
  42 |         var expired = [];
  43 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Global Variable,"{'line': 41, 'column': 8, 'index': 1305}","  39 |
  40 |         var cache = {};
> 41 |         var version = 0;
     |        ^ Global Variable
  42 |         var expired = [];
  43 |
  44 |         setJSONGraphs("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Global Variable,"{'line': 42, 'column': 8, 'index': 1330}","  40 |         var cache = {};
  41 |         var version = 0;
> 42 |         var expired = [];
     |        ^ Global Variable
  43 |
  44 |         setJSONGraphs(
  45 |             getModel({ cache: cache, expired: expired, version: version++ }), [{"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Global Variable,"{'line': 73, 'column': 8, 'index': 2433}","  71 |     it(""short-circuits writing an already expired reference"", function() {
  72 |
> 73 |         var startTime = Date.now();
     |        ^ Global Variable
  74 |         var cache = {};
  75 |         var version = 0;
  76 |         var expired = [];"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Global Variable,"{'line': 74, 'column': 8, 'index': 2469}","  72 |
  73 |         var startTime = Date.now();
> 74 |         var cache = {};
     |        ^ Global Variable
  75 |         var version = 0;
  76 |         var expired = [];
  77 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Global Variable,"{'line': 75, 'column': 8, 'index': 2493}","  73 |         var startTime = Date.now();
  74 |         var cache = {};
> 75 |         var version = 0;
     |        ^ Global Variable
  76 |         var expired = [];
  77 |
  78 |         setJSONGraphs("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Global Variable,"{'line': 76, 'column': 8, 'index': 2518}","  74 |         var cache = {};
  75 |         var version = 0;
> 76 |         var expired = [];
     |        ^ Global Variable
  77 |
  78 |         setJSONGraphs(
  79 |             getModel({ cache: cache, expired: expired, version: version++ }), [{"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Global Variable,"{'line': 101, 'column': 8, 'index': 3425}","   99 |     it(""short-circuits writing past an expired reference"", function() {
  100 |
> 101 |         var lru = new Object();
      |        ^ Global Variable
  102 |         var cache = {};
  103 |         var version = 0;
  104 |         var expired = [];"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Global Variable,"{'line': 102, 'column': 8, 'index': 3457}","  100 |
  101 |         var lru = new Object();
> 102 |         var cache = {};
      |        ^ Global Variable
  103 |         var version = 0;
  104 |         var expired = [];
  105 |         var startTime = Date.now();"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Global Variable,"{'line': 103, 'column': 8, 'index': 3481}","  101 |         var lru = new Object();
  102 |         var cache = {};
> 103 |         var version = 0;
      |        ^ Global Variable
  104 |         var expired = [];
  105 |         var startTime = Date.now();
  106 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Global Variable,"{'line': 104, 'column': 8, 'index': 3506}","  102 |         var cache = {};
  103 |         var version = 0;
> 104 |         var expired = [];
      |        ^ Global Variable
  105 |         var startTime = Date.now();
  106 |
  107 |         setJSONGraphs("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Global Variable,"{'line': 105, 'column': 8, 'index': 3532}","  103 |         var version = 0;
  104 |         var expired = [];
> 105 |         var startTime = Date.now();
      |        ^ Global Variable
  106 |
  107 |         setJSONGraphs(
  108 |             getModel({ lru: lru, cache: cache, expired: expired, version: version++ }), [{"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Global Variable,"{'line': 123, 'column': 8, 'index': 4226}","  121 |         do {} while (Date.now() - startTime < 10);
  122 |
> 123 |         var successfulPaths = setJSONGraphs(
      |        ^ Global Variable
  124 |             getModel({ lru: lru, cache: cache, expired: expired, version: version++ }), [{
  125 |                 paths: [[""grid"", 0, 0, ""director""]],
  126 |                 jsonGraph: $jsonGraph(["
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Lazy Test,"{'line': 18, 'column': 8, 'index': 598}","  16 |         var version = 0;
  17 |
> 18 |         setJSONGraphs(
     |        ^ Lazy Test
  19 |             getModel({ cache: cache, version: version++ }), [
  20 |             $jsonGraphEnvelope([
  21 |                 $pathValue(""grid"", $ref(""grids['id']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Lazy Test,"{'line': 19, 'column': 12, 'index': 625}","  17 |
  18 |         setJSONGraphs(
> 19 |             getModel({ cache: cache, version: version++ }), [
     |            ^ Lazy Test
  20 |             $jsonGraphEnvelope([
  21 |                 $pathValue(""grid"", $ref(""grids['id']"")),
  22 |                 $pathValue(""grids['id'][0]"", $ref(""lists['id']"", {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Lazy Test,"{'line': 32, 'column': 15, 'index': 1058}","  30 |
  31 |         expect(expires > Date.now()).toBe(true);
> 32 |         expect(strip(cache)).toEqual(strip({
     |               ^ Lazy Test
  33 |             grid: $ref(""grids['id']""),
  34 |             grids: { id: { 0: $ref(""lists['id']"") } }
  35 |         }));"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Lazy Test,"{'line': 44, 'column': 8, 'index': 1357}","  42 |         var expired = [];
  43 |
> 44 |         setJSONGraphs(
     |        ^ Lazy Test
  45 |             getModel({ cache: cache, expired: expired, version: version++ }), [{
  46 |                 paths: [[""grid"", 0, 0, ""title""]],
  47 |                 jsonGraph: $jsonGraph(["
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Lazy Test,"{'line': 45, 'column': 12, 'index': 1384}","  43 |
  44 |         setJSONGraphs(
> 45 |             getModel({ cache: cache, expired: expired, version: version++ }), [{
     |            ^ Lazy Test
  46 |                 paths: [[""grid"", 0, 0, ""title""]],
  47 |                 jsonGraph: $jsonGraph([
  48 |                     $pathValue(""grid"", $ref(""grids['id']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Lazy Test,"{'line': 59, 'column': 15, 'index': 1998}","  57 |
  58 |         expect(expired.length).toBe(1);
> 59 |         expect(strip(cache)).toEqual(strip({
     |               ^ Lazy Test
  60 |             grid: $ref(""grids['id']""),
  61 |             grids: { id: { 0: $ref(""lists['id']"") } },
  62 |             lists: { id: { 0: $ref(""movies['pulp-fiction']"") } },"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Lazy Test,"{'line': 78, 'column': 8, 'index': 2545}","  76 |         var expired = [];
  77 |
> 78 |         setJSONGraphs(
     |        ^ Lazy Test
  79 |             getModel({ cache: cache, expired: expired, version: version++ }), [{
  80 |                 paths: [[""grid"", 0, 0, ""title""]],
  81 |                 jsonGraph: $jsonGraph(["
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Lazy Test,"{'line': 79, 'column': 12, 'index': 2572}","  77 |
  78 |         setJSONGraphs(
> 79 |             getModel({ cache: cache, expired: expired, version: version++ }), [{
     |            ^ Lazy Test
  80 |                 paths: [[""grid"", 0, 0, ""title""]],
  81 |                 jsonGraph: $jsonGraph([
  82 |                     $pathValue(""grid"", $ref(""grids['id']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Lazy Test,"{'line': 93, 'column': 15, 'index': 3199}","  91 |
  92 |         expect(expired.length).toBe(1);
> 93 |         expect(strip(cache)).toEqual(strip({
     |               ^ Lazy Test
  94 |             grid: $ref(""grids['id']""),
  95 |             grids: { id: { 0: $ref(""lists['id']"") } }
  96 |         }));"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Lazy Test,"{'line': 107, 'column': 8, 'index': 3569}","  105 |         var startTime = Date.now();
  106 |
> 107 |         setJSONGraphs(
      |        ^ Lazy Test
  108 |             getModel({ lru: lru, cache: cache, expired: expired, version: version++ }), [{
  109 |                 paths: [[""grid"", 0, 0, ""title""]],
  110 |                 jsonGraph: $jsonGraph(["
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Lazy Test,"{'line': 108, 'column': 12, 'index': 3596}","  106 |
  107 |         setJSONGraphs(
> 108 |             getModel({ lru: lru, cache: cache, expired: expired, version: version++ }), [{
      |            ^ Lazy Test
  109 |                 paths: [[""grid"", 0, 0, ""title""]],
  110 |                 jsonGraph: $jsonGraph([
  111 |                     $pathValue(""grid"", $ref(""grids['id']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Lazy Test,"{'line': 133, 'column': 15, 'index': 4646}","  131 |
  132 |         expect(successfulPaths[1].length).toBe(0);
> 133 |         expect(strip(cache)).toEqual(strip({
      |               ^ Lazy Test
  134 |             grid: $ref(""grids['id']""),
  135 |             grids: { id: { 0: $ref(""lists['id']"") } },
  136 |             lists: { id: { 0: $ref(""movies['pulp-fiction']"") } },"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Magic Number,"{'line': 58, 'column': 36, 'index': 1979}","  56 |         );
  57 |
> 58 |         expect(expired.length).toBe(1);
     |                                    ^ Magic Number
  59 |         expect(strip(cache)).toEqual(strip({
  60 |             grid: $ref(""grids['id']""),
  61 |             grids: { id: { 0: $ref(""lists['id']"") } },"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Magic Number,"{'line': 92, 'column': 36, 'index': 3180}","  90 |         );
  91 |
> 92 |         expect(expired.length).toBe(1);
     |                                    ^ Magic Number
  93 |         expect(strip(cache)).toEqual(strip({
  94 |             grid: $ref(""grids['id']""),
  95 |             grids: { id: { 0: $ref(""lists['id']"") } }"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/expired.spec.js,Magic Number,"{'line': 132, 'column': 47, 'index': 4627}","  130 |         );
  131 |
> 132 |         expect(successfulPaths[1].length).toBe(0);
      |                                               ^ Magic Number
  133 |         expect(strip(cache)).toEqual(strip({
  134 |             grid: $ref(""grids['id']""),
  135 |             grids: { id: { 0: $ref(""lists['id']"") } },"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/branch.spec.js,Eager Test,"{'line': 56, 'column': 8, 'index': 1708}","  54 |         var version = 0;
  55 |
> 56 |         setJSONGraphs(
     |        ^ Eager Test
  57 |             getModel({ lru: lru, cache: cache, version: version++ }), [
  58 |             $jsonGraphEnvelope([
  59 |                 $pathValue(""movies['pulp-fiction'].title"", ""Pulp Fiction"")"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/branch.spec.js,Eager Test,"{'line': 57, 'column': 12, 'index': 1735}","  55 |
  56 |         setJSONGraphs(
> 57 |             getModel({ lru: lru, cache: cache, version: version++ }), [
     |            ^ Eager Test
  58 |             $jsonGraphEnvelope([
  59 |                 $pathValue(""movies['pulp-fiction'].title"", ""Pulp Fiction"")
  60 |             ])]"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/branch.spec.js,Eager Test,"{'line': 63, 'column': 8, 'index': 1939}","  61 |         );
  62 |
> 63 |         setJSONGraphs(
     |        ^ Eager Test
  64 |             getModel({ lru: lru, cache: cache, version: version++ }), [
  65 |             $jsonGraphEnvelope([
  66 |                 $pathValue(""movies['pulp-fiction']"", ""Pulp Fiction"")"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/branch.spec.js,Eager Test,"{'line': 64, 'column': 12, 'index': 1966}","  62 |
  63 |         setJSONGraphs(
> 64 |             getModel({ lru: lru, cache: cache, version: version++ }), [
     |            ^ Eager Test
  65 |             $jsonGraphEnvelope([
  66 |                 $pathValue(""movies['pulp-fiction']"", ""Pulp Fiction"")
  67 |             ])]"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/branch.spec.js,Eager Test,"{'line': 70, 'column': 15, 'index': 2170}","  68 |         )
  69 |
> 70 |         expect(strip(cache)).toEqual(strip({
     |               ^ Eager Test
  71 |             movies: { ""pulp-fiction"": $atom(""Pulp Fiction"") }
  72 |         }));
  73 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/branch.spec.js,Eager Test,"{'line': 70, 'column': 37, 'index': 2192}","  68 |         )
  69 |
> 70 |         expect(strip(cache)).toEqual(strip({
     |                                     ^ Eager Test
  71 |             movies: { ""pulp-fiction"": $atom(""Pulp Fiction"") }
  72 |         }));
  73 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/branch.spec.js,Eager Test,"{'line': 80, 'column': 8, 'index': 2428}","  78 |         var version = 0;
  79 |
> 80 |         setJSONGraphs(
     |        ^ Eager Test
  81 |             getModel({ lru: lru, cache: cache, version: version++ }), [
  82 |             $jsonGraphEnvelope([
  83 |                 $pathValue(""grid"", $ref(""grids['id']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/branch.spec.js,Eager Test,"{'line': 81, 'column': 12, 'index': 2455}","  79 |
  80 |         setJSONGraphs(
> 81 |             getModel({ lru: lru, cache: cache, version: version++ }), [
     |            ^ Eager Test
  82 |             $jsonGraphEnvelope([
  83 |                 $pathValue(""grid"", $ref(""grids['id']"")),
  84 |                 $pathValue(""grids['id'][0]"", $ref(""lists['id']"")),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/branch.spec.js,Eager Test,"{'line': 90, 'column': 8, 'index': 2861}","  88 |         );
  89 |
> 90 |         setJSONGraphs(
     |        ^ Eager Test
  91 |             getModel({ lru: lru, cache: cache, version: version++ }), [{
  92 |                 paths: [[""grid"", 0, 0, null]],
  93 |                 jsonGraph: $jsonGraph(["
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/branch.spec.js,Eager Test,"{'line': 91, 'column': 12, 'index': 2888}","  89 |
  90 |         setJSONGraphs(
> 91 |             getModel({ lru: lru, cache: cache, version: version++ }), [{
     |            ^ Eager Test
  92 |                 paths: [[""grid"", 0, 0, null]],
  93 |                 jsonGraph: $jsonGraph([
  94 |                     $pathValue(""movies['pulp-fiction']"", ""Pulp Fiction"")"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/branch.spec.js,Eager Test,"{'line': 99, 'column': 15, 'index': 3170}","   97 |         );
   98 |
>  99 |         expect(strip(cache)).toEqual(strip({
      |               ^ Eager Test
  100 |             grid: $ref(""grids['id']""),
  101 |             grids: { id: { 0: $ref(""lists['id']"") } },
  102 |             lists: { id: { 0: $ref(""movies['pulp-fiction']"") } },"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/branch.spec.js,Eager Test,"{'line': 99, 'column': 37, 'index': 3192}","   97 |         );
   98 |
>  99 |         expect(strip(cache)).toEqual(strip({
      |                                     ^ Eager Test
  100 |             grid: $ref(""grids['id']""),
  101 |             grids: { id: { 0: $ref(""lists['id']"") } },
  102 |             lists: { id: { 0: $ref(""movies['pulp-fiction']"") } },"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/branch.spec.js,Eager Test,"{'line': 115, 'column': 8, 'index': 3613}","  113 |         var version = 0;
  114 |
> 115 |         setJSONGraphs(
      |        ^ Eager Test
  116 |             getModel({ cache: cache, version: version++ }), [
  117 |             $jsonGraphEnvelope([
  118 |                 $pathValue(""movies['pulp-fiction'].title"", ""Pulp Fiction""),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/branch.spec.js,Eager Test,"{'line': 116, 'column': 12, 'index': 3640}","  114 |
  115 |         setJSONGraphs(
> 116 |             getModel({ cache: cache, version: version++ }), [
      |            ^ Eager Test
  117 |             $jsonGraphEnvelope([
  118 |                 $pathValue(""movies['pulp-fiction'].title"", ""Pulp Fiction""),
  119 |             ])]"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/falcor/test/set/jsonGraphs/branch.spec.js,Eager Test,"{'line': 122, 'column': 8, 'index': 3835}","  120 |         );
  121 |
> 122 |         setJSONGraphs(
      |        ^ Eager Test
  123 |             getModel({ lru: lru, cache: cache, version: version++ }), [
  124 |             $jsonGraphEnvelope([
